company_folder,company_name,cik,form_type,period_dt,q_year,q_num,label,label_num
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2009-09-30,2009,3,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2009-12-31,2009,4,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2010-03-31,2010,1,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2010-06-30,2010,2,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2010-09-30,2010,3,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2010-12-31,2010,4,failed,2
SunEdison,SunEdison,,10-Q,2011-03-31,2011,1,failed,2
SunEdison,SunEdison,,10-Q,2011-06-30,2011,2,failed,2
SunEdison,SunEdison,,10-Q,2011-09-30,2011,3,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2012-03-31,2012,1,failed,2
SunEdison,SunEdison,,10-Q,2012-06-30,2012,2,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2012-09-30,2012,3,failed,2
SunEdison,MEMC ELECTRONIC MATERIALS INC,945436.0,10-Q,2013-03-31,2013,1,failed,2
SunEdison,SunEdison,,10-Q,2013-06-30,2013,2,failed,2
SunEdison,SunEdison,,10-Q,2013-09-30,2013,3,failed,2
SunEdison,"SUNEDISON, INC.",945436.0,10-Q,2014-03-31,2014,1,failed,2
SunEdison,"SUNEDISON, INC.",945436.0,10-Q,2014-06-30,2014,2,failed,2
SunEdison,SunEdison,,10-Q,2014-09-30,2014,3,failed,2
SunEdison,SunEdison,,10-Q,2015-03-31,2015,1,failed,2
SunEdison,SunEdison,,10-Q,2015-06-30,2015,2,failed,2
SunEdison,SunEdison,,10-Q,2015-09-30,2015,3,failed,2
WeWork,BowX Acquisition Corp.,1813756.0,10-Q,2020-06-30,2020,2,failed,2
WeWork,WeWork,,10-Q,2020-09-30,2020,3,failed,2
WeWork,WeWork Inc.,1813756.0,10-Q,2020-12-31,2020,4,failed,2
WeWork,BowX Acquisition Corp.,1813756.0,10-Q,2021-03-31,2021,1,failed,2
WeWork,BowX Acquisition Corp.,1813756.0,10-Q,2021-06-30,2021,2,failed,2
WeWork,WeWork Inc.,1813756.0,10-Q,2021-09-30,2021,3,failed,2
WeWork,WeWork Inc.,1813756.0,10-Q,2022-03-31,2022,1,failed,2
WeWork,WeWork Inc.,1813756.0,10-Q,2022-06-30,2022,2,failed,2
WeWork,WeWork Inc.,1813756.0,10-Q,2022-09-30,2022,3,failed,2
WeWork,WeWork Inc.,1813756.0,10-Q,2023-03-31,2023,1,failed,2
WeWork,WeWork Inc.,1813756.0,10-Q,2023-06-30,2023,2,failed,2
WeWork,WeWork,,10-Q,2023-09-30,2023,3,failed,2
AMD,ADVANCED MICRO DEVICES INC,2488.0,8-K,1993-12-26,1993,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1994-03-27,1994,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1994-06-26,1994,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1994-09-25,1994,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,8-K,1994-12-25,1994,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1995-04-02,1995,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1995-07-02,1995,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1995-10-01,1995,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1996-03-31,1996,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1996-06-30,1996,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1996-09-29,1996,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,8-K,1996-12-29,1996,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1997-03-30,1997,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1997-06-29,1997,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1997-09-28,1997,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1998-03-29,1998,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1998-06-28,1998,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1998-09-27,1998,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,8-K,1998-12-27,1998,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1999-03-28,1999,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1999-06-27,1999,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,1999-09-26,1999,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2000-04-02,2000,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2000-07-02,2000,3,healthy,0
AMD,AMD,,10-Q,2000-10-01,2000,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2001-04-01,2001,2,healthy,0
AMD,AMD,,10-Q,2001-09-30,2001,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,8-K,2001-12-30,2001,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2002-03-31,2002,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2002-06-30,2002,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2002-09-29,2002,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,8-K,2002-12-29,2002,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2003-03-30,2003,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2003-06-29,2003,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2003-09-28,2003,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,8-K,2003-12-28,2003,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2004-03-28,2004,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2004-06-27,2004,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2004-09-26,2004,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,8-K,2004-12-26,2004,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2005-03-27,2005,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2005-06-26,2005,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2005-09-25,2005,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,8-K,2005-12-25,2005,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2006-03-26,2006,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2006-07-02,2006,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2006-12-31,2006,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2007-03-31,2007,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2007-06-30,2007,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2007-09-29,2007,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2007-12-29,2007,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2008-03-29,2008,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2008-06-28,2008,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2008-09-27,2008,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2008-12-27,2008,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2009-03-28,2009,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2009-06-27,2009,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2009-09-26,2009,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2009-12-26,2009,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2010-03-27,2010,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2010-06-26,2010,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2010-09-25,2010,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2010-12-25,2010,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2011-04-02,2011,2,healthy,0
AMD,AMD,,10-Q,2011-07-02,2011,3,healthy,0
AMD,AMD,,10-Q,2011-12-31,2011,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2012-03-31,2012,1,healthy,0
AMD,AMD,,10-Q,2012-06-30,2012,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2012-09-29,2012,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2012-12-29,2012,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2013-03-31,2013,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2013-06-29,2013,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2013-09-28,2013,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2013-12-28,2013,4,healthy,0
AMD,AMD,,10-Q,2014-03-29,2014,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2014-06-28,2014,2,healthy,0
AMD,AMD,,10-Q,2014-09-27,2014,3,healthy,0
AMD,AMD,,10-Q,2014-12-27,2014,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2015-03-28,2015,1,healthy,0
AMD,AMD,,10-Q,2015-06-27,2015,2,healthy,0
AMD,AMD,,10-Q,2015-09-26,2015,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2015-12-26,2015,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2016-03-26,2016,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2016-06-25,2016,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2016-09-24,2016,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2016-12-31,2016,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2017-04-01,2017,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2017-09-30,2017,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2017-12-30,2017,4,healthy,0
AMD,AMD,,10-Q,2018-03-31,2018,1,healthy,0
AMD,AMD,,10-Q,2018-06-30,2018,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2018-09-29,2018,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2018-12-29,2018,4,healthy,0
AMD,AMD,,10-Q,2019-03-30,2019,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2019-06-29,2019,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2019-09-28,2019,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2019-12-28,2019,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2020-03-28,2020,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2020-06-27,2020,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2020-09-26,2020,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2020-12-26,2020,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2021-03-27,2021,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2021-06-26,2021,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2021-09-25,2021,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2021-12-25,2021,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2022-03-26,2022,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2022-06-25,2022,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2022-09-24,2022,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2022-12-31,2022,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2023-04-01,2023,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2023-09-30,2023,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2023-12-30,2023,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2024-03-30,2024,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2024-06-29,2024,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2024-09-28,2024,3,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2024-12-28,2024,4,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2025-03-29,2025,1,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2025-06-28,2025,2,healthy,0
AMD,ADVANCED MICRO DEVICES INC,2488.0,10-Q,2025-09-27,2025,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,8-K,1994-11-25,1994,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1995-03-03,1995,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1995-06-02,1995,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1995-09-01,1995,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,8-K,1995-12-01,1995,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1996-03-01,1996,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1996-05-31,1996,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1996-08-30,1996,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1997-02-28,1997,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1997-05-30,1997,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1997-08-29,1997,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,8-K,1997-11-28,1997,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1998-02-27,1998,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1998-05-29,1998,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1998-08-28,1998,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,8-K,1998-11-27,1998,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1999-03-05,1999,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1999-06-04,1999,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,1999-09-03,1999,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2000-03-03,2000,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2000-06-02,2000,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2000-09-01,2000,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,8-K,2000-12-01,2000,4,healthy,0
Adobe,Adobe,,10-Q,2001-03-02,2001,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2001-06-01,2001,2,healthy,0
Adobe,Adobe,,10-Q,2001-08-31,2001,3,healthy,0
Adobe,Adobe,,8-K,2001-11-30,2001,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2002-03-01,2002,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2002-05-31,2002,2,healthy,0
Adobe,Adobe,,10-Q,2002-08-30,2002,3,healthy,0
Adobe,Adobe,,8-K,2002-11-29,2002,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2003-02-28,2003,1,healthy,0
Adobe,Adobe,,10-Q,2003-05-30,2003,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2003-08-29,2003,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,8-K,2003-11-28,2003,4,healthy,0
Adobe,Adobe,,10-Q,2004-03-05,2004,1,healthy,0
Adobe,Adobe,,10-Q,2004-06-04,2004,2,healthy,0
Adobe,Adobe,,10-Q,2004-09-03,2004,3,healthy,0
Adobe,Adobe,,10-Q,2005-03-04,2005,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2005-06-03,2005,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2005-09-02,2005,3,healthy,0
Adobe,Adobe,,10-Q,2006-03-03,2006,1,healthy,0
Adobe,Adobe,,10-Q,2006-06-02,2006,2,healthy,0
Adobe,Adobe,,10-Q,2006-09-01,2006,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2006-12-01,2006,4,healthy,0
Adobe,Adobe,,10-Q,2007-03-02,2007,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2007-06-01,2007,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2007-08-31,2007,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2007-11-30,2007,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2008-02-29,2008,1,healthy,0
Adobe,Adobe,,10-Q,2008-05-30,2008,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2008-08-29,2008,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2008-11-28,2008,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2009-02-27,2009,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2009-05-29,2009,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2009-08-28,2009,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2009-11-27,2009,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2010-03-05,2010,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2010-06-04,2010,2,healthy,0
Adobe,Adobe,,10-Q,2010-09-03,2010,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2010-12-03,2010,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2011-03-04,2011,1,healthy,0
Adobe,Adobe,,10-Q,2011-06-03,2011,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2011-09-02,2011,3,healthy,0
Adobe,Adobe,,10-Q,2011-12-02,2011,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2012-03-02,2012,1,healthy,0
Adobe,Adobe,,10-Q,2012-06-01,2012,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2012-08-31,2012,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2012-11-30,2012,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2013-03-01,2013,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2013-05-31,2013,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2013-08-30,2013,3,healthy,0
Adobe,Adobe,,10-Q,2013-11-29,2013,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2014-02-28,2014,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2014-05-30,2014,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2014-08-29,2014,3,healthy,0
Adobe,Adobe,,10-Q,2014-11-28,2014,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2015-02-27,2015,1,healthy,0
Adobe,Adobe,,10-Q,2015-05-29,2015,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2015-08-28,2015,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2015-11-27,2015,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2016-03-04,2016,1,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2016-06-03,2016,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2016-09-02,2016,3,healthy,0
Adobe,Adobe,,10-Q,2016-12-02,2016,4,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2017-03-03,2017,1,healthy,0
Adobe,Adobe,,10-Q,2017-06-02,2017,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2017-09-01,2017,3,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2017-12-01,2017,4,healthy,0
Adobe,Adobe,,10-Q,2018-03-02,2018,1,healthy,0
Adobe,Adobe,,10-Q,2018-06-01,2018,2,healthy,0
Adobe,ADOBE SYSTEMS INC,796343.0,10-Q,2018-08-31,2018,3,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2018-11-30,2018,4,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2019-03-01,2019,1,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2019-05-31,2019,2,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2019-08-30,2019,3,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2019-11-29,2019,4,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2020-02-28,2020,1,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2020-05-29,2020,2,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2020-08-28,2020,3,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2020-11-27,2020,4,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2021-03-05,2021,1,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2021-06-04,2021,2,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2021-09-03,2021,3,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2021-12-03,2021,4,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2022-03-04,2022,1,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2022-06-03,2022,2,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2022-09-02,2022,3,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2022-12-02,2022,4,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2023-03-03,2023,1,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2023-06-02,2023,2,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2023-09-01,2023,3,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2023-12-01,2023,4,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2024-03-01,2024,1,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2024-05-31,2024,2,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2024-08-30,2024,3,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2024-11-29,2024,4,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2025-02-28,2025,1,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2025-05-30,2025,2,healthy,0
Adobe,ADOBE INC.,796343.0,10-Q,2025-08-29,2025,3,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,1997-06-30,1997,2,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,1997-09-30,1997,3,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,1998-03-31,1998,1,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,1998-06-30,1998,2,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,1998-09-30,1998,3,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,1999-03-31,1999,1,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,1999-06-30,1999,2,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,1999-09-30,1999,3,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,1999-12-31,1999,4,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2000-03-31,2000,1,healthy,0
Amazon,Amazon,,10-Q,2000-06-30,2000,2,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2000-09-30,2000,3,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2001-03-31,2001,1,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2001-06-30,2001,2,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2001-09-30,2001,3,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2002-03-31,2002,1,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2002-06-30,2002,2,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2002-09-30,2002,3,healthy,0
Amazon,Amazon,,8-K,2002-12-31,2002,4,healthy,0
Amazon,Amazon,,10-Q,2003-03-31,2003,1,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2003-06-30,2003,2,healthy,0
Amazon,Amazon,,10-Q,2003-09-30,2003,3,healthy,0
Amazon,AMAZON COM INC,1018724.0,8-K,2003-12-31,2003,4,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2004-03-31,2004,1,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2004-06-30,2004,2,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2004-09-30,2004,3,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2004-12-31,2004,4,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2005-03-31,2005,1,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2005-06-30,2005,2,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2005-09-30,2005,3,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2005-12-31,2005,4,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2006-03-31,2006,1,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2006-06-30,2006,2,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2006-09-30,2006,3,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2006-12-31,2006,4,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2007-03-31,2007,1,healthy,0
Amazon,AMAZON COM INC,1018724.0,10-Q,2007-06-30,2007,2,healthy,0
